userName,content,score
Dholvie Mamonto,Tolong dong Developer keknya ada kekeliruan soal waktu/tempo pembayaran pajak. Tahun kemarin aku uda bayar pajak 5 tahunan kenapa ditahun ini datanya masi kayak bayar pajak 5 tahunan...,1
Brian Aruro,"Lebe bagus yang dulu sebelum update , sekarang lebeh ribet",1
Westwell Hayden,Tidak work di android 12..tiap cek data nomor polisi tidak bisa.. Mohon diperbaiki.,1
jemmy soenarto,"Tolong app nya di upgrade. Supaya bisa lancar bukanya. Bulan kemarin masih bisa buka app nya,, tp bulan ini error terus.",1
Johanis Rawung,So tiga kali buka Nyanda tre tabuka.. kalau tidak mampu memberikan yg terbaik tak usah ada... Lebih baik hapus aplikasi ini. Tidak memberikan kenyamanan????????,1
Satrio Utomo,"Nominal yg harus dibayar tidak sesuai, pajak saya bayar terus pas di aplikasi tertulis 5 tahun belum terbayar",1
Valentino Sompotan,"Aplikasi lama,tidak pernah diperbarui,data tidak akurat...sangat payah ??????",1
Oktaviani Supu,Motor tahun 2015 apa masih masuk akal kalau pajak yg mau di bayar dgn nominal 350.000? Itu hanya motor matic honda beat loh bukan motor yg gede?? harga pajak untuk motor tipe di tahun begitu bkanya turun malah naik...denda aja tidak pernah tapi kenapa harga pajak lebih naik?,1
Miracle Caroles,Awalnya bisa membantu tapi sejak handphone aku di update tidak kompatibel lagi. Tolong di perbaiki dong ??,1
Hilkia Chris,"Ini aplikasi serius ada bqg ato nda !! masa jaman skrg so lebeh canggi kg aplikasi nd mo update terbaru iko perkembangan, lebe bae hapus jo so nd ada guna di android terbaru",1
Bombom Bogo,Kasih info harus lengkap. Ini Nga bisa kasih kode bayar apaan coba ? Kalo kita bayar pajak tolong dipermudah bukan dipersulit,1
vai rimporok,Apk abal abal... Kode bayar gk Ada. Masa pajak kendaraan makin tua bukan makin menurun malah tambah naik..,1
Pengguna Google,Cek pajak eh malah muncul KB is blocked... Maksud nya apa? Gak jelas gak da informasi di aplikasi.. aneh,1
widhio simbala,"Mohon untuk segera di perbaiki bug nya, selalu error saat di gunakan",1
Letisha Tuar,"Aplikasi iko rame, yg penting ada aplikasi. Sekedar saja yg penting masyarakat lihat ada terobosan ????? 1.Kode bayar nda muncul, bagimana mo babayar klu nda ada kode? 2. Bayar pajak tahunan Mar muncul di tagihan jumlah pajak 5 tahunan, mikir.... Sulut Hebat ??",1
Pengguna Google,"data saya tidak ada, appnya kurang bagus, mohon diperbaiki data base-nya,",1
Pengguna Google,"semua sudah d masukan dgn benar., tapi selalu data tidak ditemukan..",1
Pengguna Google,aplikasi ngga jelas ...pajak belum lewat jth tempo kok sdh ada rincian dendanya...aplkasi ngga bermutu bikin org jdi males bayar pajak....ngga jelas rinciannya...,1
Pengguna Google,"Aplikasi sudah mantap, tapi pada saat mau melakukan pembayaran di Bank SulutGo selalu ditolak karena server Samsat error",1
dea Dey,"harga pajak di aplikasi nda sesuai deng harga asli, di aplikasi masih tercantum biayay STNK padahalh itu so bayar tahun lalu satu kali deng depe pajak motor",1
Arya Dewangga,"Meresahkan, kode bayar tidak keluar info kendaraan tidak lengkap",1
Pengguna Google,so lalah ulng2 kypa pas se maso nomor polisi(DB) eh data kendaraan nd ada...jelas2 ad stnk bpkb masa nd ada dpe data ....,1
Elegi Gea,Sudah sekian hari aplikasi error. Cuma loading trus,1
Creator Pangau,payah ni app. lebeh bae hapusjoh..nd berguna..masa dari dlu sampe skarang nd update.?? cuman buang data ad download..??????,1
yohan arter,1 hari sebelum jatuh tempo sudah bayar lunas ... ini Sudah hampir 2 bulan ..DATA DI APLIKASI BELUM LUNAS ... !!!,1
Pengguna Google,"di aplikasi tertera 204.500, tapi di bank disuruh bayar 210.000. juga ada biaya cap di samsat 10.000 saya jadi bingung.",1
Pengguna Google,"Lebih baik lagi klo tercantum nama pemilik alamat dll, supaya kita mau beli kendaraan bekas bisa lebih hati-hati.",1
Nuris Predator,"Ko bayar pajak bukannya turun malah naik tolong jangan ada pungli atw tikus2 korupsi.kasihan rakyat.apa kalian gak tau mungkin duit yang di pakai buat bayar pajak itu.duit minjam sama orang.se enaknya kalian atur2 pajaknya.kalian dah punya gaji masih aja nyari ke untungan sama orang susah.kalau mereka gak bayar pajak kena tilang.giliran mau bayar gak sesuai dengan harga pajak yang sebenarnya.tolong jangan bikin susah rakyat yang mau bayar pajak,dengan adanya tikus2 korupsi.trima kasih",1
Pengguna Google,Belum bisa Lihat nama pemilik tolong diperbaiki. terima kasih.,1
Sharon Jehosua,sudah diperbarui malah gak bisa cek pajak,1
Ashwinay Naway,Mohon di kembalikan ke versi lama biar belih gampang..,1
Handri Meifo,Pajak kendaraan saya tidak bisa adi cek.. Kendaraan orang bisa.. Gimana???,1
Richie Rich,"So error' stow ini aplikasi... Masa Biaya STNK 100,000 dgn Cetak Plat Baru so bayar di 2020 kong masih ada Lei muncul di mo bayar 2021.... Kong Kode Bayar Lei nyanda ada Somo jatuh tempo Komang....????????",1
Dio Paulus,Sdh tdk berfungsi lagi kah ? Mau ngecek pajak tdk ad nomor billing yg mau d byarkan,1
Chumichu Cumi,"ribet skali cma mo lia kode bayar bnya tete benge, nda rupa dlu langsung kluar",1
Pengguna Google,Tidak ada menu apapun dan info apapun,1
Hary Wahjudi,"Utk memudahkan para pemilik ranmor, mohon app di-update.",1
Pengguna Google,"Aplikasi nda akurat masa pajak saya mobil agya estimasi 3,5 jt padahal bayar tepat waktu,,",1
Pengguna Google,Kenapa sudah tidak bisa di pakai? *NameResolutionFailure* Ada pemberitahuan cuma utk Android Versi Lama..,1
X street Official,"Tolong dong,, Tulisan Update Muncul,, Saya mau Cek Pajak Konsumen ????",1
Pengguna Google,"Maaf, saya mau bli mobil second. Data BPKB sama Data di eSamsat kok beda ya? BPKB sedan, eSamsat Inova",1
Deysi Ratu,Sy sudah instal appnya... Tapi nda bisa masuk,1
Pengguna Google,Trimaksih tapi lebih lengkap lagi ad nama pemiliknya.. Bintang 1 dulu yaa,1
Debt Kolektor,Ga niat bikin aplikasi kode bayar tidak keluar Apa cuma buat abisin anggaran saja,1
Pengguna Google,Mohon di Update ke Android Versi baru...terima kasih,1
Pengguna Google,harus lbh jelas biar tidak menipu masyarakat yang bye pajak .. karna semua ingin membayar pajak . saya kasih 1* ...,1
Rama Poluakan,soh lebeh pusing pake ini aplikasi...,1
Harold Loing,Kenapa tidak bisa install yaa ?,1
Violita Lahinda,apk apa ini KB blocked trus? ini mah bagus seperampat bintang,1
Risal Herdali Saerang,Kenapa saya sudah bayar pajak pas di cek kok masih menunggak,1
Pengguna Google,"Kode bayar tidak muncul, gimana mau bayar klo syaratnya harus ada kode bayar??? . Mohon pencerahan",1
Jamal Bahar,Data tidak di temkan..ngg guna app ini..,1
Danny Dauhan,"tidak berguna,tidak bisa dibuka...erorr",1
Jenri Maidangkay,"Dulu bagus , tapi mungkin sudah ditinggal",1
Stefa Talendo,Aplikasi tidak bisa di buka,1
Takira Nando (Let's explore),Kenapa Aplikasi nya tidak bisa di pakai,1
Pengguna Google,kode bayar motor sy tidak keluar??,1
Sonny Tarima,Kenapa tdk muncul kode bayar?,1
Pengguna Google,Ko gak ada kode pembayaran...,1
Pengguna Google,Ada baiknya nama pemilik tercantum.,1
Pengguna Google,Tidak bisa sama sekali,1
ex,harus diupdate lagi,1
Moh Syafriyanto Pakaya,"Kak mohon maaf mau tanya, motor saya dari bolmong timur. Apakah saya bisa bayar pajak di samsat bolmut, Boroko ?",1
Sofyan Junaidi,Kode bayar tidak muncul..,1
Vicky Hutagalung,???????? ???? ???????? ?????????? ???? ???????? ?????????? ??????????????????????,1
RISAD DJAMILUI,Tidak ada update,1
Pengguna Google,tdk bisa di gunakan,1
Pengguna Google,tidak berfungsi,1
Ely Palawe,Aplikasi susah di download,1
Pengguna Google,Aplikasi ya Jelek Sekali????????,1
Denny Supriadi,Kata2nya acak nda ngerti,1
Pengguna Google,Nama pemilik tidak muncul,1
Pengguna Google,"kl beking aplikasi,ja respon tu orang"" pe ulasan",1
Pengguna Google,siapa? yg donload krna kena tilang,1
Sriwardana Saleh,Kpa dpe kode bayar nda keluar kang,1
Elnior& Edsel,Kode bayar tidak ada,1
Pengguna Google,apk ga guna,1
Fajrin Hullah,Nga bisa di buka,1
Pengguna Google,Eror nda bisa cek,1
Pengguna Google,Nama pemilik oto nynda muncul,1
Yudhy Chris Rivaldy Baureh,Force close di samsung a52 android 13,1
Rivo Watung,2023 lbe ribet m isi plat nomor kendaraan nd bisa??,1
Pengguna Google,"Aplikasi pendo,kudacuki.",1
Mega Wowor,Ribet skali ini aplikasi pas update. Pantas banyak yg nda bayar pajak.,1
Ryan Lu,"Kodenya kok gak bisa di pakai, tambah ribut pake ni aplikasi",1
Nick Moningka,Tolong buat aplikasi yang menguntungkan masyarakat. Mau bayar pajak susah sekali sdh dapat kode bayar serta mau bayar lwt m Bangking nomor kode salah. Payah luar binasa,1
Harold Loing,Kenapa tidak bisa install yaa ?,1
Rama Poluakan,soh lebeh pusing pake ini aplikasi...,1
Brian Aruro,"Lebe bagus yang dulu sebelum update , sekarang lebeh ribet",1
Kusmo Be,Aplikasi apaan ini Setelah di update data kendaraan jadi berubah.,1
Sriwardana Saleh,Kpa dpe kode bayar nda keluar kang,1
Bayu Alit,"Tolong developer, kase bagus akang ni aplikasi. Mo cek pajak p susah. Nda mo jadi. Pas update bgni so nda jadi2. Bkg susah jo",1
Ashwinay Naway,Mohon di kembalikan ke versi lama biar belih gampang..,1
Rafel Mailangkay,Lebih sulit mending yg lama dri payg yg baru ini,1
Koko Prayaka,"Bayar nya ribet, tidak bisa pake tokped",1
Chumichu Cumi,"ribet skali cma mo lia kode bayar bnya tete benge, nda rupa dlu langsung kluar",1
Marcelino Lumi,Sistem sering eror sudah keluar notice pajak di aplikasi msh tertulis blm bayar,1
Reymond Pangau,"Tidak akurat mohon di diperiksa lagi aplikasi ini. Pajak sudah terbayar, tapi di cek di aplikasi belum terbayar",1
Eky Eky,Pajak sdh dibayar.. tapi aplikasinya nda terupdate...malah ada denda..,1
Rivo Watung,2023 lbe ribet m isi plat nomor kendaraan nd bisa??,1
Sharon Jehosua,sudah diperbarui malah gak bisa cek pajak,1
Fai Elias,Update yg baru ini lebih mempersulit lebih enak yg dulu,1
Yudhy Chris Rivaldy Baureh,Force close di samsung a52 android 13,1
MJ CHANNEL,"Tdk dpt di gunakan, selalu kembali atau keluar",1
Bemz Dwee,"Lebih ribet aplikasi yang sekarang gak langsung keluar kode bayar, pake daftar online segala, mau bayar aja susah, pantas banyak yg gak bayar pajak kendaraan.",1
Steven Lengkey,"Mudah""an bisa aplikasi di iphone, dan menjadi lebih ribet mo cek pajak..",1
Jasmine Rahardja,"Aplikasinya gak di update / upgrade lagi. Mau bayar pajak cek nya dari sini, pas mau bayar nominal tagihannya berbeda.",1
Westwell Hayden,Tidak work di android 12..tiap cek data nomor polisi tidak bisa.. Mohon diperbaiki.,1
Valentino Sompotan,"Aplikasi lama,tidak pernah diperbarui,data tidak akurat...sangat payah ??????",1
Satrio Utomo,"Nominal yg harus dibayar tidak sesuai, pajak saya bayar terus pas di aplikasi tertulis 5 tahun belum terbayar",1
Sonny Tarima,Kenapa tdk muncul kode bayar?,1
Fajrin Hullah,Nga bisa di buka,1
Risal Herdali Saerang,Kenapa saya sudah bayar pajak pas di cek kok masih menunggak,1
dea Dey,"harga pajak di aplikasi nda sesuai deng harga asli, di aplikasi masih tercantum biayay STNK padahalh itu so bayar tahun lalu satu kali deng depe pajak motor",1
Allen Maindoka,Nulll,1
ex,harus diupdate lagi,1
Elegi Gea,Sudah sekian hari aplikasi error. Cuma loading trus,1
Vicky Hutagalung,???????? ???? ???????? ?????????? ???? ???????? ?????????? ??????????????????????,1
Elnior& Edsel,Kode bayar tidak ada,1
Norman Martin,Tidak inovatif.,1
Jenri Maidangkay,"Dulu bagus , tapi mungkin sudah ditinggal",1
Bombom Bogo,Kasih info harus lengkap. Ini Nga bisa kasih kode bayar apaan coba ? Kalo kita bayar pajak tolong dipermudah bukan dipersulit,1
Debt Kolektor,Ga niat bikin aplikasi kode bayar tidak keluar Apa cuma buat abisin anggaran saja,1
Arya Dewangga,"Meresahkan, kode bayar tidak keluar info kendaraan tidak lengkap",1
vai rimporok,Apk abal abal... Kode bayar gk Ada. Masa pajak kendaraan makin tua bukan makin menurun malah tambah naik..,1
Letisha Tuar,"Aplikasi iko rame, yg penting ada aplikasi. Sekedar saja yg penting masyarakat lihat ada terobosan ????? 1.Kode bayar nda muncul, bagimana mo babayar klu nda ada kode? 2. Bayar pajak tahunan Mar muncul di tagihan jumlah pajak 5 tahunan, mikir.... Sulut Hebat ??",1
Stefa Talendo,Aplikasi tidak bisa di buka,1
Deysi Ratu,Sy sudah instal appnya... Tapi nda bisa masuk,1
Miracle Caroles,Awalnya bisa membantu tapi sejak handphone aku di update tidak kompatibel lagi. Tolong di perbaiki dong ??,1
Handri Meifo,Pajak kendaraan saya tidak bisa adi cek.. Kendaraan orang bisa.. Gimana???,1
Nuris Predator,"Ko bayar pajak bukannya turun malah naik tolong jangan ada pungli atw tikus2 korupsi.kasihan rakyat.apa kalian gak tau mungkin duit yang di pakai buat bayar pajak itu.duit minjam sama orang.se enaknya kalian atur2 pajaknya.kalian dah punya gaji masih aja nyari ke untungan sama orang susah.kalau mereka gak bayar pajak kena tilang.giliran mau bayar gak sesuai dengan harga pajak yang sebenarnya.tolong jangan bikin susah rakyat yang mau bayar pajak,dengan adanya tikus2 korupsi.trima kasih",1
Richie Rich,"So error' stow ini aplikasi... Masa Biaya STNK 100,000 dgn Cetak Plat Baru so bayar di 2020 kong masih ada Lei muncul di mo bayar 2021.... Kong Kode Bayar Lei nyanda ada Somo jatuh tempo Komang....????????",1
Rivaldi Tandingon,Kenapa ngak bisah terbuka,1
0774 iD (?Michael?),Nda update... SuakSkali.... ??????,1
yohan arter,1 hari sebelum jatuh tempo sudah bayar lunas ... ini Sudah hampir 2 bulan ..DATA DI APLIKASI BELUM LUNAS ... !!!,1
Dholvie Mamonto,Tolong dong Developer keknya ada kekeliruan soal waktu/tempo pembayaran pajak. Tahun kemarin aku uda bayar pajak 5 tahunan kenapa ditahun ini datanya masi kayak bayar pajak 5 tahunan...,1
Moh Syafriyanto Pakaya,"Kak mohon maaf mau tanya, motor saya dari bolmong timur. Apakah saya bisa bayar pajak di samsat bolmut, Boroko ?",1
Stevie Tumuju,Tolong di selidiki.... Di apk jumlah tertere untuk STNK Rp 100.000.tapi kenyataanya bayar Rp 125.000. TNKB di apk j7mlah tertere Rp 60.000.tapi bayar Rp70.000.apakah ini yg salah apk nya.atau ad unsur KORUPSI...klo ini kesalahan apk...tolong di perbaharui.tapi jika ini adlah tindak KORUPSI mohon di selidiki...TERIMAH KASIH...,1
Takira Nando (Let's explore),Kenapa Aplikasi nya tidak bisa di pakai,1
Sofyan Junaidi,Kode bayar tidak muncul..,1
widhio simbala,"Mohon untuk segera di perbaiki bug nya, selalu error saat di gunakan",1
Hary Wahjudi,"Utk memudahkan para pemilik ranmor, mohon app di-update.",1
X street Official,"Tolong dong,, Tulisan Update Muncul,, Saya mau Cek Pajak Konsumen ????",1
Jokowi ANJING,Aplikasi eror,1
Jamal Bahar,Data tidak di temkan..ngg guna app ini..,1
Creator Pangau,payah ni app. lebeh bae hapusjoh..nd berguna..masa dari dlu sampe skarang nd update.?? cuman buang data ad download..??????,1
jemmy soenarto,"Tolong app nya di upgrade. Supaya bisa lancar bukanya. Bulan kemarin masih bisa buka app nya,, tp bulan ini error terus.",1
Hilkia Chris,"Ini aplikasi serius ada bqg ato nda !! masa jaman skrg so lebeh canggi kg aplikasi nd mo update terbaru iko perkembangan, lebe bae hapus jo so nd ada guna di android terbaru",1
Johanis Rawung,So tiga kali buka Nyanda tre tabuka.. kalau tidak mampu memberikan yg terbaik tak usah ada... Lebih baik hapus aplikasi ini. Tidak memberikan kenyamanan????????,1
Danny Dauhan,"tidak berguna,tidak bisa dibuka...erorr",1
Ely Palawe,Aplikasi susah di download,1
Dio Paulus,Sdh tdk berfungsi lagi kah ? Mau ngecek pajak tdk ad nomor billing yg mau d byarkan,1
Denny Supriadi,Kata2nya acak nda ngerti,1
Violita Lahinda,apk apa ini KB blocked trus? ini mah bagus seperampat bintang,1
frangky mongdong,Aplikasi tidak berguna. Buat aplikasi harus ada fungsi dan memberikan kemudahan. Sekarang zaman udah canggih dan tingkat mobile warga manado sudah cepat jadi kalo boleh buat system pembayaran online. Bukan buat aplikasi tidak berguna seperti ini.,1
RISAD DJAMILUI,Tidak ada update,1
Oktaviani Supu,Motor tahun 2015 apa masih masuk akal kalau pajak yg mau di bayar dgn nominal 350.000? Itu hanya motor matic honda beat loh bukan motor yg gede?? harga pajak untuk motor tipe di tahun begitu bkanya turun malah naik...denda aja tidak pernah tapi kenapa harga pajak lebih naik?,1
Pengguna Google,Baru coba,1
Pengguna Google,gak bisa,1
Pengguna Google,"Lebih baik lagi klo tercantum nama pemilik alamat dll, supaya kita mau beli kendaraan bekas bisa lebih hati-hati.",1
Pengguna Google,Trimaksih tapi lebih lengkap lagi ad nama pemiliknya.. Bintang 1 dulu yaa,1
Pengguna Google,Ada baiknya nama pemilik tercantum.,1
Pengguna Google,Ko gak ada kode pembayaran...,1
Pengguna Google,Tidak ada menu apapun dan info apapun,1
Pengguna Google,Eror nda bisa cek,1
Pengguna Google,Kenapa sudah tidak bisa di pakai? *NameResolutionFailure* Ada pemberitahuan cuma utk Android Versi Lama..,1
Pengguna Google,Cek pajak KB yg muncul EROR,1
Pengguna Google,Aplikasi ya Jelek Sekali????????,1
Pengguna Google,Cek pajak eh malah muncul KB is blocked... Maksud nya apa? Gak jelas gak da informasi di aplikasi.. aneh,1
Pengguna Google,"Aplikasi nda akurat masa pajak saya mobil agya estimasi 3,5 jt padahal bayar tepat waktu,,",1
Pengguna Google,Nama pemilik oto nynda muncul,1
Pengguna Google,Tidak Bermutu,1
Pengguna Google,Nama pemilik tidak muncul,1
Pengguna Google,so lalah ulng2 kypa pas se maso nomor polisi(DB) eh data kendaraan nd ada...jelas2 ad stnk bpkb masa nd ada dpe data ....,1
Pengguna Google,"Maaf, saya mau bli mobil second. Data BPKB sama Data di eSamsat kok beda ya? BPKB sedan, eSamsat Inova",1
Pengguna Google,Mohon di Update ke Android Versi baru...terima kasih,1
Pengguna Google,payah,1
Pengguna Google,tdk bisa di gunakan,1
Pengguna Google,harus lbh jelas biar tidak menipu masyarakat yang bye pajak .. karna semua ingin membayar pajak . saya kasih 1* ...,1
Pengguna Google,siapa? yg donload krna kena tilang,1
Pengguna Google,tidak berfungsi,1
Pengguna Google,aplikasi ngga jelas ...pajak belum lewat jth tempo kok sdh ada rincian dendanya...aplkasi ngga bermutu bikin org jdi males bayar pajak....ngga jelas rinciannya...,1
Pengguna Google,yah apa itu KB Block.. ??????????,1
Pengguna Google,Apa depe kode bayar nanti muncul pas jatuh tempo? Smo bayar sblm jatuh tempo mar kode bayar nda muncul-muncul. Via SMS le so nd ja respon sama juga bohong. Mo mempermudah atau mempersulit pembayaran online sebenarnya? ??,2
hadi wiyono,Kebapa bayarnya gak bisa lewat bank lain selain bank sulut?,2
daeng 997,"Gak update aplikasinya, pajak udah dibayar lunas di samsat, cek aplikasi masih belum terbayar",2
Pengguna Google,Maaf data pajak motor saya ko sama seperti tahun lalu sedangkan jatuh tempo tanggal 8 ( biaya pembutan pajak dan plat nomor masih tercantum untuk pembayaran pajak tahun ini ),2
Melki Mambu,Aplikasi sdh bagus tapi kenapa kode bayarnya lambat keluar..tolong d perbaharui dan d tingkatkan lagi.,2
Pengguna Google,kalau bisa di update beserta nama si pemilik kendaraan,2
Pengguna Google,belum lengkap datanya,2
NANDITO REZA,"App sudah bagus, kalo ada dpe nama pemilik le, spya lebih membantu ??",2
Pengguna Google,Min kalau mau cek data kepemilikan apa ya ?? Soalnya ini kan hanya pajak,2
Pengguna Google,"Lumayan membantu, Lebe bagus lh kalo blh dapa lia nama pemilik",2
steven lomboan,Awal awal bagus..blakangan mengecewakan..membuka ruang pungli,2
Yudi Kawulur,Di update dong aplikasinya,2
Sutrisno Goni,Data tidak sinkron ??,2
Sadam bawoel,Aplikasi ine sangat membantu,2
Pengguna Google,gk ada informasi nama pemikik,2
Pengguna Google,tidak ada namanya,2
Yut Djafar,Butul atau nda ini?,2
Chresly Rumondor,ribet,2
Ridwan Noe,Eas e rddessdee E tilang di TFT TT TT t TTD t fff the g TT ffttdft TT,2
Pengguna Google,sangat bagus,2
Pengguna Google,Coba dulu,2
hadi wiyono,Kebapa bayarnya gak bisa lewat bank lain selain bank sulut?,2
Chresly Rumondor,ribet,2
daeng 997,"Gak update aplikasinya, pajak udah dibayar lunas di samsat, cek aplikasi masih belum terbayar",2
steven lomboan,Awal awal bagus..blakangan mengecewakan..membuka ruang pungli,2
Ridwan Noe,Eas e rddessdee E tilang di TFT TT TT t TTD t fff the g TT ffttdft TT,2
Sadam bawoel,Aplikasi ine sangat membantu,2
Yudi Kawulur,Di update dong aplikasinya,2
Melki Mambu,Aplikasi sdh bagus tapi kenapa kode bayarnya lambat keluar..tolong d perbaharui dan d tingkatkan lagi.,2
Sutrisno Goni,Data tidak sinkron ??,2
Yut Djafar,Butul atau nda ini?,2
NANDITO REZA,"App sudah bagus, kalo ada dpe nama pemilik le, spya lebih membantu ??",2
Pengguna Google,"Lumayan membantu, Lebe bagus lh kalo blh dapa lia nama pemilik",2
Pengguna Google,Min kalau mau cek data kepemilikan apa ya ?? Soalnya ini kan hanya pajak,2
Pengguna Google,Maaf data pajak motor saya ko sama seperti tahun lalu sedangkan jatuh tempo tanggal 8 ( biaya pembutan pajak dan plat nomor masih tercantum untuk pembayaran pajak tahun ini ),2
Pengguna Google,tidak ada namanya,2
Pengguna Google,sangat bagus,2
Pengguna Google,Apa depe kode bayar nanti muncul pas jatuh tempo? Smo bayar sblm jatuh tempo mar kode bayar nda muncul-muncul. Via SMS le so nd ja respon sama juga bohong. Mo mempermudah atau mempersulit pembayaran online sebenarnya? ??,2
Pengguna Google,gk ada informasi nama pemikik,2
Pengguna Google,belum lengkap datanya,2
Pengguna Google,kalau bisa di update beserta nama si pemilik kendaraan,2
Pengguna Google,Coba dulu,2
Chris Rdr,"Sebenarnya aplikasi ini sangat membantu, tapi tolong diperbaiki menjadi lebih baik lagi. Terutama masalah data kendaraan dan jatuh temponya. Update juga untuk penggunaan di versi Android terbaru. Terimakasih.",3
sch tya,"di app sekian bayar pajak, serta torang mbayar ke bank sulut s ttambah dgn admin.. lebih baik lagi lebih upadte ke nama pemilik jadi lebih akurat lagi kalo lengkap info pajak kendaraan sulut. sekian & terima kasih.",3
Welson Wungow,Apakah kode bayarnya tidak ditampilkan lagi? Soalnya sudah 3 bulan ini saya selalu cek. Kode bayarnya tidak ada atau tidak muncul. Akibatnya tidak bisa bayar lewat ATM,3
Pengguna Google,"Mohon di perbaiki lagi, soalnya untuk nama pemilik dan alamat pemilik tidak muncul.. biar dengan aplikasi ini, orang-orang juga bisa mengetahui identitas motor atau mobil jika di beli. Terimakasih",3
Ello Sakwal,"Saran, mohon dapat lampirkan juga nama pemilik kendaraan. Agar kelihatan pemilik kendaraan yang sebenarnya. Jadi masyarakat juga dalam hal ini dapat membantu pemerintah.",3
Natalia Seran,"Di update lagi aplikasinya,,karena pajak sudah bayar tapi pas cek sudah menunggak 2 tahun???? Seharusnya membantu tapi malah bikin pusing??",3
Pengguna Google,Dengan aplikasi ini kita bisa akses lebih cepat dan lebih mudah untuk mengetahui data pajak kendaraan kita sebelum melakukan pembayaran di samsat,3
Pengguna Google,"Belum terlalu lengkap, krna nama pemilik tidak ada.. jadi kasih 3 bintang saja..",3
Arbin Uno,"Aplikasinya sudah lumayan,,,, Akan tetapi lebih bagus lagi kalau dilengkapi nama, alamat juga pemilik.",3
Kawalo Develino,Lebih lengkap lagi bagusnya keluar sama nma pemilik pas cek pajaknya,3
Susanto Engka,Biar lebih lengkap lagi kalau ada nama pemilik kendaraan nya..,3
Venesa Lamende,"Apakah bisa bayar online ? Atau melalui m banking agar lebih mudah ,tanpa harus antri..",3
Andrew Andresen,"Data pemilik kendaraan tidak ada,,mohon di evaluasi lagi",3
Pengguna Google,Belum begitu lengkap dan akurat,3
sarwo surono,Makasih jd mudah pajak kendaraan,3
Zain Efendy,Klo sekaligus bisa bayar akan bermanfaat sekali,3
dade dodo,Kenapa aplikasinya tidak bisa dibuka ya,3
Junaidi Manumpil,Bagus aplikasinya Tapi tolong nama pemiliknya Di cantumkan juga....,3
Pengguna Google,belum ada update terbaru,3
Pengguna Google,Kok uda gak timbul nama sama alamatnya,3
dhory dahori,Dicoba dulu masuk Aplikasi.,3
Pengguna Google,Coba nama pemilik kendaraan juga terbaca,3
Pengguna Google,Mantapp bisa membantu,3
Pengguna Google,Kode bayar tidak muncul . gimana dong?,3
Pengguna Google,Lumayan membantu,3
Pengguna Google,Nama pemilik tidak ada,3
Pengguna Google,data pemilik blm ada,3
Pengguna Google,Info yg akurat,3
ahmad Yani,Di coba dulu,3
Pengguna Google,"Tolong di lengkapi dgan nama pemilik, dan alamat.. Datanya harus di update 
tiap bln.. Ulasan ini di liat apa tidak.. Tolong di perhatikan kritik dan 
saran.. Semo samsat sulut lebih jaya..",3
Pengguna Google,KB is blocked?,3
